log,label
Application failed to start: port 8443 already in use (pid 203),SYSTEM_ERROR
SQL injection pattern detected in request parameter for /api/services,SECURITY_ALERT
User 12345 does not have permission to access /api/services,AUTHORIZATION_ERROR
"JVM garbage collector could not reclaim memory, heap dump 77410 written",SYSTEM_ERROR
Retrying email delivery to admin@system.local after transient failure,WARNING
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Invalid request body for endpoint /api/appointments: missing required field 'serviceId',VALIDATION_ERROR
Failed to serialize response for endpoint /api/services,APPLICATION_ERROR
Query timeout while fetching appointments for user 12345,DATABASE_ERROR
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Connection timed out while calling SMTP server smtp.gmail.com:587,NETWORK_ERROR
Query timeout while fetching appointments for user 77410,DATABASE_ERROR
Appointment 31 cancelled by user 31,INFO
Slow response detected for /api/auth/register: 6100 ms,PERFORMANCE_WARNING
"Working schedule overlaps detected for staff member 555, auto-resolved",WARNING
User 31 registered a new account,INFO
Database query for available slots took 5000 ms,PERFORMANCE_WARNING
Legacy subsystem emitted an unrecognized diagnostic code 60021,UNKNOWN
403 Forbidden returned for request to /api/auth/register by user 12345,AUTHORIZATION_ERROR
403 Forbidden returned for request to /api/auth/register by user 203,AUTHORIZATION_ERROR
Failed to parse JWT claims for request to /api/appointments/{id}/cancel,AUTHENTICATION_ERROR
Slow response detected for /api/services/{id}/available-slots: 310 ms,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
Invalid request body for endpoint /api/services/{id}/available-slots: missing required field 'serviceId',VALIDATION_ERROR
Application failed to start: port 8443 already in use (pid 60021),SYSTEM_ERROR
403 Forbidden returned for request to /api/appointments/{id}/cancel by user 8891,AUTHORIZATION_ERROR
Connection reset by peer while streaming websocket data for user 8891,NETWORK_ERROR
Application failed to start: port 8443 already in use (pid 31),SYSTEM_ERROR
Uninterpreted binary blob logged at offset 555,UNKNOWN
Thread pool queue depth elevated while processing /api/services requests,PERFORMANCE_WARNING
Expired JWT token for user 203,AUTHENTICATION_ERROR
"Cache miss for service svc-330 listing, falling back to database",WARNING
403 Forbidden returned for request to /api/admin/schedules by user 31,AUTHORIZATION_ERROR
Query timeout while fetching appointments for user 60021,DATABASE_ERROR
Appointment 31 requested for a slot close to closing time,WARNING
Slow response detected for /api/services/{id}/available-slots: 2200 ms,PERFORMANCE_WARNING
Account for user 12345 locked after repeated failed authentication attempts,SECURITY_ALERT
Exception in method: cancelAppointment | Message: Appointment 8891 not found,APPLICATION_ERROR
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 60021)",SYSTEM_ERROR
Miscellaneous debug marker 4471 left in codebase,UNKNOWN
User 555 does not have permission to access /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
Exception in method: cancelAppointment | Message: Appointment 12345 not found,APPLICATION_ERROR
Retrying email delivery to user@example.com after transient failure,WARNING
Placeholder log entry 60021 pending removal,UNKNOWN
Validation failed: startTime must not be null,VALIDATION_ERROR
Invalid request body for endpoint /api/admin/schedules: missing required field 'serviceId',VALIDATION_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
IllegalStateException: working schedule not initialized for staff 9002,APPLICATION_ERROR
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Invalid request body for endpoint /api/services: missing required field 'serviceId',VALIDATION_ERROR
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Legacy subsystem emitted an unrecognized diagnostic code 555,UNKNOWN
Slow response detected for /api/appointments/{id}/cancel: 4200 ms,PERFORMANCE_WARNING
Slow response detected for /api/appointments/{id}/cancel: 2200 ms,PERFORMANCE_WARNING
Appointment API request took 45 ms,PERFORMANCE_WARNING
SocketTimeoutException while sending reminder email to staff2@clinic.local,NETWORK_ERROR
Expired JWT token for user 60021,AUTHENTICATION_ERROR
User 203 does not have permission to access /api/appointments/{id}/cancel,AUTHORIZATION_ERROR
"Fatal error: unable to load SSL keystore, service unavailable (code 9002)",SYSTEM_ERROR
Suspicious request payload containing script tags blocked for /api/appointments,SECURITY_ALERT
User 8891 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Disk space critically low on mysql-db volume (1500 MB free),SYSTEM_ERROR
xkcd-node-12345 heartbeat received on unmapped channel,UNKNOWN
403 Forbidden returned for request to /api/auth/register by user 31,AUTHORIZATION_ERROR
Data truncation: Data too long for column 'notes' at row 1,DATABASE_ERROR
Retrying email delivery to staff2@clinic.local after transient failure,WARNING
Proxy error: unable to forward request from Apache to spring-app:8443,NETWORK_ERROR
Connection reset by peer while streaming websocket data for user 9002,NETWORK_ERROR
Deadlock found when trying to get lock on table appointments; try restarting transaction,DATABASE_ERROR
Method getAllAppointments took 5000 ms to complete,PERFORMANCE_WARNING
Read timed out on connection to mysql:3306,NETWORK_ERROR
Malformed Authorization header on request to /api/auth/login,AUTHENTICATION_ERROR
Connection reset by peer while streaming websocket data for user 12345,NETWORK_ERROR
Failed to serialize response for endpoint /api/appointments/{id}/cancel,APPLICATION_ERROR
Read timed out on connection to mysql:3306,NETWORK_ERROR
Unclassified telemetry ping from unknown source 198.51.100.7,UNKNOWN
Slow response detected for /api/services/{id}/available-slots: 6100 ms,PERFORMANCE_WARNING
Connection reset by peer while streaming websocket data for user 60021,NETWORK_ERROR
Slow response detected for /api/services: 1500 ms,PERFORMANCE_WARNING
com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure,DATABASE_ERROR
AuthenticationException: Bad credentials for user admin@system.local,AUTHENTICATION_ERROR
Query timeout while fetching appointments for user 203,DATABASE_ERROR
Unable to reach downstream service from 172.17.0.3,NETWORK_ERROR
Invalid request body for endpoint /api/appointments/{id}/status: missing required field 'serviceId',VALIDATION_ERROR
Deprecated API version used by client for endpoint /api/appointments/{id}/cancel,WARNING
Appointment 12345 cancelled by user 77410,INFO
"JVM garbage collector could not reclaim memory, heap dump 203 written",SYSTEM_ERROR
Possible brute force attack detected against /api/auth/login from 192.168.1.10,SECURITY_ALERT
Slow response detected for /api/admin/schedules: 1500 ms,PERFORMANCE_WARNING
SQL injection pattern detected in request parameter for /api/appointments,SECURITY_ALERT
Failed to serialize response for endpoint /api/auth/login,APPLICATION_ERROR
Validation failed: startTime must not be null,VALIDATION_ERROR
IllegalStateException: working schedule not initialized for staff 77410,APPLICATION_ERROR
Completely unrelated unknown event (ref 12345),UNKNOWN
Connection reset by peer while streaming websocket data for user 31,NETWORK_ERROR
Slow response detected for /api/auth/register: 45 ms,PERFORMANCE_WARNING
Container spring-app restarted unexpectedly at cycle 12345,SYSTEM_ERROR
NullPointerException while processing appointment request for user 203,APPLICATION_ERROR
Slow response detected for /api/admin/schedules: 120 ms,PERFORMANCE_WARNING
No handler registered for event type 203,UNKNOWN
Legacy subsystem emitted an unrecognized diagnostic code 555,UNKNOWN
"Working schedule overlaps detected for staff member 203, auto-resolved",WARNING
IllegalStateException: working schedule not initialized for staff 60021,APPLICATION_ERROR
Available slots fetched for service svc-9 on requested date,INFO
Legacy subsystem emitted an unrecognized diagnostic code 9002,UNKNOWN
Query timeout while fetching appointments for user 4471,DATABASE_ERROR
OutOfMemoryError: Java heap space in appointment-service container (attempt 203),SYSTEM_ERROR
Uninterpreted binary blob logged at offset 31,UNKNOWN
AuthenticationException: Bad credentials for user customer1@mail.com,AUTHENTICATION_ERROR
Invalid JWT token,AUTHENTICATION_ERROR
Connection reset by peer while streaming websocket data for user 555,NETWORK_ERROR
Malformed Authorization header on request to /api/admin/schedules,AUTHENTICATION_ERROR
"Working schedule overlaps detected for staff member 31, auto-resolved",WARNING
Working schedule created for staff member 203,INFO
SocketTimeoutException while sending reminder email to user@example.com,NETWORK_ERROR
User 555 logged out,INFO
Slow response detected for /api/appointments: 7300 ms,PERFORMANCE_WARNING
"Cache miss for service svc-330 listing, falling back to database",WARNING
403 Forbidden returned for request to /api/services/{id}/available-slots by user 60021,AUTHORIZATION_ERROR
Account for user 4471 locked after repeated failed authentication attempts,SECURITY_ALERT
Unable to reach downstream service from 203.0.113.42,NETWORK_ERROR
NullPointerException while processing appointment request for user 31,APPLICATION_ERROR
Placeholder log entry 60021 pending removal,UNKNOWN
JWT token missing on protected endpoint /api/auth/login,AUTHENTICATION_ERROR
AccessDeniedException: role CUSTOMER cannot perform this action on /api/appointments,AUTHORIZATION_ERROR
User 4471 attempted to access admin-only endpoint /api/services/{id}/available-slots,AUTHORIZATION_ERROR
Exception in method: updateStatus | Message: Invalid status transition from FINISHED to PENDING,APPLICATION_ERROR
User 60021 does not have permission to access /api/admin/schedules,AUTHORIZATION_ERROR
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
Validation failed: password must be at least 8 characters,VALIDATION_ERROR
Appointment created successfully for user 4471 with service svc-9,INFO
Unable to reach downstream service from 10.0.0.5,NETWORK_ERROR
Login failed for user staff2@clinic.local: invalid credentials,AUTHENTICATION_ERROR
NullPointerException while processing appointment request for user 60021,APPLICATION_ERROR
Slow response detected for /api/auth/login: 80 ms,PERFORMANCE_WARNING
Query timeout while fetching appointments for user 8891,DATABASE_ERROR
StackOverflowError encountered while processing recursive schedule computation for staff 77410,SYSTEM_ERROR
User 555 tried to cancel an appointment belonging to another user,AUTHORIZATION_ERROR
Configuration property spring.jpa.show-sql is enabled in a non-dev profile,WARNING
StackOverflowError encountered while processing recursive schedule computation for staff 555,SYSTEM_ERROR
Expired JWT token for user 31,AUTHENTICATION_ERROR
